version,candidates,scan_points,width,height,best_score,time_ms
baseline,4,1081,467,314,0.772701,0.176565
baseline,4,1081,467,314,0.534570,0.180211
baseline,4,1081,467,314,0.566538,0.177502
baseline,4,1081,467,314,0.687160,0.181617
baseline,4,1081,467,314,0.548711,0.178075
baseline,4,1081,467,314,0.762330,0.176721
baseline,4,1081,467,314,0.592973,0.174950
baseline,4,1081,467,314,0.628329,0.179794
baseline,4,1081,467,314,0.733101,0.176200
baseline,4,1081,467,314,0.556533,0.176773
baseline,4,1081,467,314,0.505175,0.175679
baseline,4,1081,467,314,0.703339,0.180314
baseline,4,1081,467,314,0.638998,0.181877
baseline,4,1081,467,314,0.620293,0.195836
baseline,4,1081,467,314,0.672834,0.177814
baseline,4,1081,467,314,0.504642,0.179325
baseline,4,1081,467,314,0.562725,0.174585
baseline,4,1081,467,314,0.663166,0.177398
baseline,4,1081,467,314,0.432591,0.174065
baseline,4,1081,467,314,0.761923,0.179690
baseline,4,1081,467,314,0.515293,0.177658
baseline,4,1081,467,314,0.705857,0.177919
baseline,4,1081,467,314,0.565823,0.176252
baseline,4,1081,467,314,0.605706,0.176044
baseline,4,1081,467,314,0.756736,0.177658
baseline,4,1081,467,314,0.594638,0.177971
baseline,4,1081,467,314,0.616996,0.175107
baseline,4,1081,467,314,0.554334,0.186252
baseline,4,1081,467,314,0.737175,0.178179
baseline,4,1081,467,314,0.626776,0.216409
baseline,4,1081,467,314,0.530039,0.175731
baseline,4,1081,467,314,0.673334,0.181877
baseline,4,1081,467,314,0.639676,0.176095
baseline,4,1081,467,314,0.562170,0.175158
baseline,4,1081,467,314,0.680735,0.177554
baseline,4,1081,467,314,0.449936,0.175835
baseline,4,1081,467,314,0.633694,0.177241
baseline,4,1081,467,314,0.725421,0.178856
baseline,4,1081,467,314,0.587459,0.176825
baseline,4,1081,467,314,0.612534,0.175836
baseline,4,1081,467,314,0.626312,0.179481
baseline,4,1081,467,314,0.586643,0.180575
baseline,4,1081,467,314,0.755832,0.176772
baseline,4,1081,467,314,0.524714,0.177398
baseline,4,1081,467,314,0.584807,0.178127
baseline,4,1081,467,314,0.769201,0.176408
baseline,4,1081,467,314,0.483285,0.177241
baseline,4,1081,467,314,0.705730,0.184377
baseline,4,1081,467,314,0.550289,0.175054
baseline,4,1081,467,314,0.493334,0.172866
baseline,4,1081,467,314,0.578114,0.182137
baseline,4,1081,467,314,0.582641,0.181617
baseline,4,1081,467,314,0.733195,0.177189
baseline,4,1081,467,314,0.609682,0.177450
baseline,4,1081,467,314,0.571900,0.174690
baseline,4,1081,467,314,0.651561,0.180575
baseline,4,1081,467,314,0.629845,0.177241
baseline,4,1081,467,314,0.728414,0.176147
baseline,4,1081,467,314,0.616158,0.178543
baseline,4,1081,467,314,0.560189,0.177137
baseline,4,1081,467,314,0.749948,0.175887
baseline,4,1081,467,314,0.549484,0.176147
baseline,4,1081,467,314,0.544278,0.175471
baseline,4,1081,467,314,0.502465,0.175731
baseline,4,1081,467,314,0.689529,0.176408
baseline,4,1081,467,314,0.485756,0.173804
baseline,4,1081,467,314,0.655094,0.186721
baseline,4,1081,467,314,0.675663,0.178127
baseline,4,1081,467,314,0.595705,0.178596
baseline,4,1081,467,314,0.594217,0.175835
baseline,4,1081,467,314,0.577007,0.181044
baseline,4,1081,467,314,0.642241,0.175888
baseline,4,1081,467,314,0.609200,0.179429
baseline,4,1081,467,314,0.551109,0.174429
baseline,4,1081,467,314,0.715601,0.175523
baseline,4,1081,467,314,0.581343,0.178544
baseline,4,1081,467,314,0.570166,0.175002
baseline,4,1081,467,314,0.697317,0.174898
baseline,4,1081,467,314,0.554766,0.176408
baseline,4,1081,467,314,0.589226,0.183543
baseline,4,1081,467,314,0.719588,0.176147
baseline,4,1081,467,314,0.601672,0.177502
baseline,4,1081,467,314,0.580461,0.175992
baseline,4,1081,467,314,0.645996,0.178387
baseline,4,1081,467,314,0.577080,0.181981
baseline,4,1081,467,314,0.590706,0.182033
baseline,4,1081,467,314,0.557461,0.182034
baseline,4,1081,467,314,0.723727,0.174325
baseline,4,1081,467,314,0.625499,0.176877
baseline,4,1081,467,314,0.518478,0.175627
baseline,4,1081,467,314,0.528218,0.176356
baseline,4,1081,467,314,0.640641,0.181825
baseline,4,1081,467,314,0.574109,0.177190
baseline,4,1081,467,314,0.673037,0.176616
baseline,4,1081,467,314,0.536061,0.180731
baseline,4,1081,467,314,0.663902,0.183648
baseline,4,1081,467,314,0.506731,0.181565
baseline,4,1081,467,314,0.489772,0.175887
baseline,4,1081,467,314,0.712104,0.177814
baseline,4,1081,467,314,0.639016,0.176252
baseline,4,1081,467,314,0.545207,0.175522
baseline,4,1081,467,314,0.564136,0.175211
baseline,4,1081,467,314,0.726662,0.179012
baseline,4,1081,467,314,0.570594,0.180888
baseline,4,1081,467,314,0.561800,0.178075
baseline,4,1081,467,314,0.703902,0.179534
baseline,4,1081,467,314,0.562595,0.175835
baseline,4,1081,467,314,0.537175,0.177866
baseline,4,1081,467,314,0.625492,0.175679
baseline,4,1081,467,314,0.690414,0.176616
baseline,4,1081,467,314,0.552517,0.261774
baseline,4,1081,467,314,0.520422,0.159690
baseline,4,1081,467,314,0.682806,0.170471
baseline,4,1081,467,314,0.556645,0.172033
baseline,4,1081,467,314,0.583022,0.174482
baseline,4,1081,467,314,0.673592,0.175940
baseline,4,1081,467,314,0.530747,0.175211
baseline,4,1081,467,314,0.718180,0.179169
baseline,4,1081,467,314,0.582754,0.178284
baseline,4,1081,467,314,0.530148,0.177138
baseline,4,1081,467,314,0.573895,0.175210
baseline,4,1081,467,314,0.664860,0.182085
baseline,4,1081,467,314,0.418258,0.176669
baseline,4,1081,467,314,0.687526,0.175314
baseline,4,1081,467,314,0.570920,0.175471
baseline,4,1081,467,314,0.684780,0.181460
baseline,4,1081,467,314,0.510348,0.175159
baseline,4,1081,467,314,0.694161,0.177137
baseline,4,1081,467,314,0.577635,0.184638
baseline,4,1081,467,314,0.611290,0.177190
baseline,4,1081,467,314,0.698424,0.181565
baseline,4,1081,467,314,0.517589,0.176617
baseline,4,1081,467,314,0.597374,0.180940
baseline,4,1081,467,314,0.563806,0.178127
baseline,4,1081,467,314,0.681646,0.177971
baseline,4,1081,467,314,0.567692,0.178335
baseline,4,1081,467,314,0.576228,0.175731
baseline,4,1081,467,314,0.585271,0.185419
baseline,4,1081,467,314,0.651575,0.177919
baseline,4,1081,467,314,0.662662,0.176669
baseline,4,1081,467,314,0.585968,0.180210
baseline,4,1081,467,314,0.561688,0.180836
baseline,4,1081,467,314,0.673694,0.209065
baseline,4,1081,467,314,0.558833,0.163700
baseline,4,1081,467,314,0.690552,0.171564
baseline,4,1081,467,314,0.582141,0.178492
baseline,4,1081,467,314,0.633760,0.172658
baseline,4,1081,467,314,0.547612,0.175575
baseline,4,1081,467,314,0.528487,0.172345
baseline,4,1081,467,314,0.598872,0.177919
baseline,4,1081,467,314,0.623460,0.178648
baseline,4,1081,467,314,0.598549,0.175679
baseline,4,1081,467,314,0.689859,0.182815
baseline,4,1081,467,314,0.569063,0.179690
baseline,4,1081,467,314,0.547518,0.175887
baseline,4,1081,467,314,0.534890,0.184430
baseline,4,1081,467,314,0.525381,0.176096
baseline,4,1081,467,314,0.685603,0.179221
baseline,4,1081,467,314,0.563774,0.175835
baseline,4,1081,467,314,0.573235,0.178022
baseline,4,1081,467,314,0.616796,0.176200
baseline,4,1081,467,314,0.464726,0.178700
baseline,4,1081,467,314,0.714059,0.174168
baseline,4,1081,467,314,0.469097,0.176304
baseline,4,1081,467,314,0.650237,0.175992
baseline,4,1081,467,314,0.588801,0.179794
baseline,4,1081,467,314,0.684283,0.175054
baseline,4,1081,467,314,0.610129,0.177814
baseline,4,1081,467,314,0.604302,0.183075
baseline,4,1081,467,314,0.650019,0.179116
baseline,4,1081,467,314,0.563788,0.174950
baseline,4,1081,467,314,0.656589,0.179586
baseline,4,1081,467,314,0.609715,0.175002
baseline,4,1081,467,314,0.613067,0.178908
baseline,4,1081,467,314,0.574396,0.177190
baseline,4,1081,467,314,0.702614,0.176043
baseline,4,1081,467,314,0.608768,0.177658
baseline,4,1081,467,314,0.561630,0.175679
baseline,4,1081,467,314,0.696098,0.178387
baseline,4,1081,467,314,0.587978,0.180314
baseline,4,1081,467,314,0.714400,0.175940
baseline,4,1081,467,314,0.533301,0.176096
baseline,4,1081,467,314,0.564543,0.177866
baseline,4,1081,467,314,0.619920,0.176981
baseline,4,1081,467,314,0.672366,0.177293
baseline,4,1081,467,314,0.555920,0.175470
baseline,4,1081,467,314,0.649990,0.174273
baseline,4,1081,467,314,0.688241,0.175523
baseline,4,1081,467,314,0.503633,0.175888
baseline,4,1081,467,314,0.648717,0.176408
baseline,4,1081,467,314,0.704602,0.193544
baseline,4,1081,467,314,0.466645,0.178284
baseline,4,1081,467,314,0.590147,0.177867
baseline,4,1081,467,314,0.659292,0.178596
baseline,4,1081,467,314,0.547162,0.177346
baseline,4,1081,467,314,0.623508,0.175262
baseline,4,1081,467,314,0.525991,0.172607
baseline,4,1081,467,314,0.571903,0.181565
baseline,4,1081,467,314,0.538539,0.175314
baseline,4,1081,467,314,0.641759,0.174012
baseline,4,1081,467,314,0.560331,0.175627
baseline,4,1081,467,314,0.508774,0.175939
baseline,4,1081,467,314,0.615810,0.174741
baseline,4,1081,467,314,0.612327,0.174325
baseline,4,1081,467,314,0.663521,0.178908
baseline,4,1081,467,314,0.522211,0.176617
baseline,4,1081,467,314,0.678007,0.212659
baseline,4,1081,467,314,0.597791,0.178960
baseline,4,1081,467,314,0.529793,0.174377
baseline,4,1081,467,314,0.701304,0.175992
baseline,4,1081,467,314,0.502041,0.178857
baseline,4,1081,467,314,0.583516,0.178700
baseline,4,1081,467,314,0.611435,0.176825
baseline,4,1081,467,314,0.623109,0.178023
baseline,4,1081,467,314,0.651949,0.174898
baseline,4,1081,467,314,0.673545,0.175627
baseline,4,1081,467,314,0.565569,0.174637
baseline,4,1081,467,314,0.585300,0.176512
baseline,4,1081,467,314,0.658283,0.176304
baseline,4,1081,467,314,0.466115,0.175054
baseline,4,1081,467,314,0.512158,0.180992
baseline,4,1081,467,314,0.513181,0.173700
