version,candidates,scan_points,h2d_ms,kernel_ms,d2h_ms,total_ms,best_score
gpu_cuda,2601,1081,89.648966,28.524147,0.379225,119.050210,0.873465
gpu_cuda,2601,1081,2.242587,28.664879,0.604385,32.591034,0.878896
gpu_cuda,2601,1081,2.236858,28.622952,0.349849,32.438012,0.866707
gpu_cuda,2601,1081,2.210607,28.974050,0.809335,33.012135,0.849021
gpu_cuda,2601,1081,2.867650,28.744151,0.240213,32.215507,0.880612
gpu_cuda,2601,1081,2.090658,29.870783,0.610374,33.912149,0.949027
gpu_cuda,2601,1081,2.369934,29.015249,1.315333,36.200571,0.991076
gpu_cuda,2601,1081,2.508581,28.801964,0.493133,32.712963,0.976768
gpu_cuda,2601,1081,1.865394,14.917474,0.588238,18.757900,0.864037
gpu_cuda,2601,1081,1.928468,15.041383,0.537456,18.834880,0.827487
gpu_cuda,2601,1081,1.895655,14.831275,0.300057,18.714983,0.778284
gpu_cuda,2601,1081,2.037168,15.200552,0.462872,18.537896,0.778557
gpu_cuda,2601,1081,1.973729,14.989611,0.465632,18.338934,0.781419
gpu_cuda,2601,1081,2.391912,15.103728,0.421830,18.910402,0.767176
gpu_cuda,2601,1081,1.807633,15.362013,0.503290,18.668367,0.769585
gpu_cuda,4,1081,1.828883,1.952687,0.504070,4.772003,0.951791
gpu_cuda,4,1081,1.588984,0.908608,0.130002,2.951505,0.824259
gpu_cuda,4,1081,1.486065,0.916264,0.135367,2.796242,0.746161
gpu_cuda,4,1081,1.457366,0.886681,0.104064,2.688167,0.750529
gpu_cuda,4,1081,1.185957,0.889962,0.126148,2.421236,0.774261
gpu_cuda,4,1081,1.196634,0.887566,0.136929,2.525352,0.712975
gpu_cuda,4,1081,1.378146,0.883659,0.115731,2.652021,0.976768
gpu_cuda,4,1081,1.267052,0.898451,0.112762,2.503686,0.935398
gpu_cuda,4,1081,1.248874,0.890170,0.118232,2.588322,0.840855
gpu_cuda,4,1081,1.223613,0.885014,0.127554,2.494883,0.824113
gpu_cuda,4,1081,1.192519,0.882722,0.131617,2.489831,0.772756
gpu_cuda,4,1081,1.493461,0.883711,0.104533,2.696084,0.620290
gpu_cuda,4,1081,1.326844,0.877461,0.121460,2.717230,0.656342
gpu_cuda,4,1081,1.157779,1.209290,0.127137,2.727803,0.630458
gpu_cuda,4,1081,1.257728,0.917149,0.166825,2.676396,0.823348
gpu_cuda,4,1081,1.742215,0.891316,0.110262,2.957547,0.861294
gpu_cuda,4,1081,1.325021,0.887566,0.099950,2.539207,0.853857
gpu_cuda,4,1081,1.309083,0.884909,0.103022,2.507019,0.794573
gpu_cuda,4,1081,1.350126,0.885587,0.175680,3.106716,0.854340
gpu_cuda,4,1081,2.045553,0.893607,0.095314,3.265364,0.772879
gpu_cuda,4,1081,1.264395,0.913608,0.116617,2.519779,0.643326
gpu_cuda,4,1081,1.334553,0.937931,0.113127,2.639417,0.768958
gpu_cuda,2601,1081,1.764299,14.342830,0.208181,16.718701,0.873465
gpu_cuda,2601,1081,1.939301,14.517885,0.225420,17.163552,0.877974
gpu_cuda,2601,1081,1.605963,14.335643,0.198545,16.565782,0.867272
gpu_cuda,2601,1081,1.577942,14.561115,0.206670,17.461004,0.850331
gpu_cuda,2601,1081,1.835810,14.431998,1.281218,19.028217,0.881921
gpu_cuda,2601,1081,2.042740,14.498614,0.431465,17.685955,0.946618
gpu_cuda,2601,1081,2.080710,14.602678,0.394590,18.153776,0.990332
gpu_cuda,2601,1081,2.250243,12.983642,0.230994,16.088587,0.980486
gpu_cuda,2601,1081,2.001855,9.861666,0.258650,12.729055,0.870342
gpu_cuda,2601,1081,2.112533,9.954741,0.526311,13.440004,0.826033
gpu_cuda,2601,1081,1.611015,9.913281,0.336516,13.319949,0.775342
gpu_cuda,2601,1081,2.056334,10.743658,1.730913,16.124890,0.776148
gpu_cuda,2601,1081,2.171909,10.031356,0.328391,13.449014,0.778266
gpu_cuda,2601,1081,1.933364,10.978715,1.100174,14.763618,0.766255
gpu_cuda,2601,1081,1.928885,10.117191,0.378287,13.338127,0.769941
gpu_cuda,4,1081,1.152049,0.689073,0.097762,2.152534,0.951581
gpu_cuda,4,1081,1.185435,0.679959,0.118856,2.180659,0.817243
gpu_cuda,4,1081,1.239186,0.635791,0.113752,2.217535,0.745272
gpu_cuda,4,1081,1.165175,0.670635,0.098178,2.133523,0.751207
gpu_cuda,4,1081,1.401480,0.695584,0.116356,2.508373,0.773518
gpu_cuda,4,1081,1.164237,0.678552,0.110262,2.185867,0.714462
gpu_cuda,4,1081,1.163039,0.646937,0.091773,2.165295,0.979743
gpu_cuda,4,1081,1.127465,0.631937,0.101408,2.115814,0.946876
gpu_cuda,4,1081,1.255384,0.699594,0.090523,2.249671,0.852156
gpu_cuda,4,1081,1.247572,0.685323,0.089584,2.222639,0.819717
gpu_cuda,4,1081,1.147153,0.685740,0.091096,2.113888,0.771657
gpu_cuda,4,1081,1.154914,0.618239,0.097293,2.061178,0.621389
gpu_cuda,4,1081,1.115903,0.602666,0.153440,2.087273,0.652446
gpu_cuda,4,1081,1.223457,0.651312,0.119638,2.196545,0.831851
gpu_cuda,4,1081,1.420647,0.653916,0.115940,2.401392,0.869942
gpu_cuda,4,1081,1.179811,0.627614,0.105054,2.114513,0.863993
gpu_cuda,4,1081,1.256842,0.627301,0.103596,2.195139,0.806196
gpu_cuda,4,1081,1.246270,0.620531,0.107762,2.233941,0.628260
gpu_cuda,2601,1081,1.694245,9.644892,0.125367,11.703102,0.874209
gpu_cuda,2601,1081,1.255541,9.675934,0.165002,11.337158,0.875565
gpu_cuda,2601,1081,1.606952,9.687340,0.179065,11.761748,0.869115
gpu_cuda,2601,1081,1.617161,9.718747,0.130627,11.917583,0.849587
gpu_cuda,2601,1081,1.663724,9.700361,0.164065,11.780551,0.881921
gpu_cuda,2601,1081,1.748309,9.710778,0.159586,12.112274,0.947362
gpu_cuda,2601,1081,2.152482,9.746768,0.168023,12.556657,0.991820
gpu_cuda,2601,1081,1.901019,9.937240,0.347922,13.109947,0.978821
gpu_cuda,2601,1081,1.832633,9.771508,0.144742,12.205869,0.869065
gpu_cuda,2601,1081,1.802997,9.855989,0.242347,12.914370,0.827843
gpu_cuda,2601,1081,1.669350,9.854165,0.184794,12.104045,0.776053
gpu_cuda,2601,1081,1.785965,9.913281,0.195993,12.757024,0.775048
gpu_cuda,2601,1081,1.830550,9.845832,0.147815,12.126337,0.778089
gpu_cuda,2601,1081,1.814977,10.063700,0.383131,13.017913,0.767176
gpu_cuda,2601,1081,2.064199,10.006877,0.193388,13.205834,0.769763
gpu_cuda,4,1081,1.307052,0.665479,0.202763,2.771398,0.947895
gpu_cuda,4,1081,1.090695,0.630479,0.102293,2.026334,0.827977
gpu_cuda,4,1081,1.134080,0.736210,0.099064,2.234827,0.754519
gpu_cuda,4,1081,1.654922,0.676834,0.123179,2.655823,0.750641
gpu_cuda,4,1081,1.183612,0.617614,0.105262,2.131335,0.777592
gpu_cuda,4,1081,1.065798,0.621884,0.100782,1.988000,0.707203
gpu_cuda,4,1081,1.152102,0.621051,0.103648,2.075397,0.978821
gpu_cuda,4,1081,1.090174,0.618343,0.095210,2.013001,0.947264
gpu_cuda,4,1081,1.197415,0.642145,0.121981,2.181597,0.852123
gpu_cuda,4,1081,1.208509,0.677615,0.123179,2.222847,0.819717
gpu_cuda,4,1081,1.120017,0.620166,0.098699,2.031802,0.772400
gpu_cuda,4,1081,1.164706,0.617458,0.098856,2.071387,0.622554
gpu_cuda,4,1081,1.167727,0.618239,0.098752,2.073105,0.655257
gpu_cuda,4,1081,1.152466,0.614176,0.097293,2.055189,0.870686
gpu_cuda,4,1081,1.129132,0.639021,0.095991,2.058834,0.865480
gpu_cuda,4,1081,1.135643,0.669594,0.120106,2.123106,0.805452
gpu_cuda,4,1081,1.125694,0.661052,0.125471,2.114044,0.627694
gpu_cuda,4,1081,1.103299,0.618864,0.098127,2.012324,0.833872
gpu_cuda,4,1081,1.168039,0.618239,0.097553,2.074668,0.862277
gpu_cuda,4,1081,1.084548,0.617354,0.099689,1.995344,0.783403
gpu_cuda,2601,1081,1.325907,9.699476,0.261150,11.626694,0.874386
gpu_cuda,2601,1081,1.552785,9.638902,0.185367,12.168265,0.877797
gpu_cuda,2601,1081,1.166841,9.628381,0.122814,11.151478,0.868194
gpu_cuda,2601,1081,1.364604,9.638849,0.215316,11.721331,0.851252
gpu_cuda,2601,1081,1.334656,9.738539,0.167346,11.669820,0.881921
gpu_cuda,2601,1081,1.577838,9.788540,0.153648,11.866072,0.948494
gpu_cuda,2601,1081,1.926228,9.882552,0.202816,12.419363,0.992563
gpu_cuda,2601,1081,2.560040,9.983751,0.481049,13.808239,0.978821
gpu_cuda,2601,1081,2.643114,11.158353,0.777460,18.217839,0.864780
gpu_cuda,2601,1081,2.103888,9.863488,0.192243,12.709627,0.830995
gpu_cuda,2601,1081,2.522019,9.797707,0.237035,13.441149,0.777218
gpu_cuda,2601,1081,2.208212,10.047502,0.342766,13.448806,0.775970
gpu_cuda,2601,1081,2.281130,9.942344,0.191878,12.842702,0.781774
gpu_cuda,2601,1081,2.385403,9.866145,0.177034,13.368179,0.767920
gpu_cuda,2601,1081,1.927947,10.411258,0.432559,13.560526,0.769585
gpu_cuda,4,1081,1.716902,1.099757,0.299744,4.063294,0.950870
gpu_cuda,4,1081,2.087481,0.646468,0.106148,3.035308,0.824259
gpu_cuda,4,1081,1.153039,0.682771,0.114689,2.197275,0.750656
gpu_cuda,4,1081,1.542785,0.661313,0.099377,2.508060,0.749607
gpu_cuda,4,1081,1.188820,0.629072,0.107242,2.129773,0.775005
gpu_cuda,4,1081,1.211477,0.620739,0.084376,2.117741,0.712409
gpu_cuda,4,1081,1.087725,0.612510,0.096512,1.993260,0.978821
gpu_cuda,4,1081,1.156164,0.613708,0.083283,2.042845,0.943723
gpu_cuda,4,1081,1.081319,0.617145,0.097033,1.986073,0.848227
gpu_cuda,4,1081,1.150123,0.608551,0.091043,2.050293,0.824502
gpu_cuda,4,1081,1.096736,0.612510,0.094481,2.068522,0.772012
gpu_cuda,4,1081,1.144602,0.627197,0.102345,2.086492,0.622311
gpu_cuda,4,1081,1.136529,0.679281,0.101825,2.119825,0.656342
