version,candidates,scan_points,width,height,best_score,time_ms,threads
cpu_omp,2601,1081,467,314,0.874209,23.948045,4
cpu_omp,2601,1081,467,314,0.878152,27.214601,4
cpu_omp,2601,1081,467,314,0.869115,23.365484,4
cpu_omp,2601,1081,467,314,0.847712,23.848720,4
cpu_omp,2601,1081,467,314,0.884508,23.759969,4
cpu_omp,2601,1081,467,314,0.951436,23.742989,4
cpu_omp,2601,1081,467,314,0.991076,23.523716,4
cpu_omp,2601,1081,467,314,0.979565,24.671076,4
cpu_omp,2601,1081,467,314,0.867933,23.409913,4
cpu_omp,2601,1081,467,314,0.828329,25.804894,4
cpu_omp,2601,1081,467,314,0.776975,23.917159,4
cpu_omp,2601,1081,467,314,0.775970,24.257789,4
cpu_omp,2601,1081,467,314,0.783262,24.206746,4
cpu_omp,2601,1081,467,314,0.769407,24.100287,4
cpu_omp,2601,1081,467,314,0.770507,24.180808,4
cpu_omp,4,1081,467,314,0.951225,0.129012,4
cpu_omp,4,1081,467,314,0.822416,0.048594,4
cpu_omp,4,1081,467,314,0.749136,0.051146,4
cpu_omp,4,1081,467,314,0.751207,0.045105,4
cpu_omp,4,1081,467,314,0.777026,0.044793,4
cpu_omp,4,1081,467,314,0.707381,0.045105,4
cpu_omp,4,1081,467,314,0.979565,0.046615,4
cpu_omp,4,1081,467,314,0.946698,0.045156,4
cpu_omp,4,1081,467,314,0.856585,0.046095,4
cpu_omp,4,1081,467,314,0.823758,0.046668,4
cpu_omp,4,1081,467,314,0.773013,0.046094,4
cpu_omp,4,1081,467,314,0.621211,0.049688,4
cpu_omp,4,1081,467,314,0.654289,0.046407,4
cpu_omp,4,1081,467,314,0.628115,0.046771,4
cpu_omp,4,1081,467,314,0.828166,0.047188,4
cpu_omp,4,1081,467,314,0.867922,0.045991,4
cpu_omp,4,1081,467,314,0.860485,0.045314,4
cpu_omp,4,1081,467,314,0.807894,1.241215,4
cpu_omp,4,1081,467,314,0.857492,0.127658,4
cpu_omp,4,1081,467,314,0.778408,0.347818,4
cpu_omp,2601,1081,467,314,0.873465,26.376777,4
cpu_omp,2601,1081,467,314,0.878718,24.778421,4
cpu_omp,2601,1081,467,314,0.867272,33.413490,4
cpu_omp,2601,1081,467,314,0.847534,25.628433,4
cpu_omp,2601,1081,467,314,0.883376,23.707312,4
cpu_omp,2601,1081,467,314,0.948283,23.780334,4
cpu_omp,2601,1081,467,314,0.991820,23.893565,4
cpu_omp,2601,1081,467,314,0.978255,23.732469,4
cpu_omp,2601,1081,467,314,0.867722,24.270862,4
cpu_omp,2601,1081,467,314,0.828975,23.547049,4
cpu_omp,2601,1081,467,314,0.774954,24.564095,4
cpu_omp,2601,1081,467,314,0.775049,23.373870,4
cpu_omp,2601,1081,467,314,0.776957,24.039921,4
cpu_omp,2601,1081,467,314,0.768664,24.000597,4
cpu_omp,2601,1081,467,314,0.769941,25.132176,4
cpu_omp,4,1081,467,314,0.951048,0.131721,4
cpu_omp,4,1081,467,314,0.822982,0.049845,4
cpu_omp,4,1081,467,314,0.751545,0.049741,4
cpu_omp,4,1081,467,314,0.751207,0.044896,4
cpu_omp,4,1081,467,314,0.775361,0.045105,4
cpu_omp,4,1081,467,314,0.702951,0.044845,4
cpu_omp,4,1081,467,314,0.975281,0.047448,4
cpu_omp,4,1081,467,314,0.933377,0.045938,4
cpu_omp,4,1081,467,314,0.834195,0.045053,4
cpu_omp,4,1081,467,314,0.823758,0.047709,4
cpu_omp,4,1081,467,314,0.773677,0.046198,4
cpu_omp,4,1081,467,314,0.623410,0.098543,4
cpu_omp,4,1081,467,314,0.654467,0.047241,4
cpu_omp,4,1081,467,314,0.828521,0.046251,4
cpu_omp,4,1081,467,314,0.624008,0.046459,4
cpu_omp,4,1081,467,314,0.859723,0.046823,4
cpu_omp,4,1081,467,314,0.780283,0.045261,4
cpu_omp,4,1081,467,314,0.853534,1.201944,4
cpu_omp,4,1081,467,314,0.846841,0.091564,4
cpu_omp,4,1081,467,314,0.795737,0.082658,4
cpu_omp,4,1081,467,314,0.648709,0.063438,4
cpu_omp,4,1081,467,314,0.766549,0.067397,4
cpu_omp,4,1081,467,314,0.693312,0.063074,4
cpu_omp,2601,1081,467,314,0.874209,29.668594,4
cpu_omp,2601,1081,467,314,0.875565,24.106068,4
cpu_omp,2601,1081,467,314,0.865607,26.992723,4
cpu_omp,2601,1081,467,314,0.847712,26.036564,4
cpu_omp,2601,1081,467,314,0.881921,23.725542,4
cpu_omp,2601,1081,467,314,0.948105,28.519255,4
cpu_omp,2601,1081,467,314,0.991076,23.974451,4
cpu_omp,2601,1081,467,314,0.978466,23.670020,4
cpu_omp,2601,1081,467,314,0.864958,25.921145,4
cpu_omp,2601,1081,467,314,0.824513,23.281576,4
cpu_omp,2601,1081,467,314,0.778107,24.827484,4
cpu_omp,2601,1081,467,314,0.775226,24.881287,4
cpu_omp,2601,1081,467,314,0.774015,24.175183,4
cpu_omp,2601,1081,467,314,0.768664,24.073202,4
cpu_omp,2601,1081,467,314,0.769763,23.484236,4
cpu_omp,4,1081,467,314,0.950482,0.132398,4
cpu_omp,4,1081,467,314,0.822416,0.050209,4
cpu_omp,4,1081,467,314,0.747503,0.050157,4
cpu_omp,4,1081,467,314,0.749542,0.045104,4
cpu_omp,4,1081,467,314,0.775361,0.045313,4
cpu_omp,4,1081,467,314,0.712975,0.044740,4
cpu_omp,4,1081,467,314,0.974747,0.046823,4
cpu_omp,4,1081,467,314,0.931922,0.045418,4
cpu_omp,4,1081,467,314,0.835537,0.045209,4
cpu_omp,4,1081,467,314,0.822303,0.047605,4
cpu_omp,4,1081,467,314,0.771834,0.046094,4
cpu_omp,4,1081,467,314,0.613662,0.050834,4
cpu_omp,4,1081,467,314,0.645608,0.046616,4
cpu_omp,4,1081,467,314,0.627516,0.046303,4
cpu_omp,4,1081,467,314,0.826646,0.047657,4
cpu_omp,4,1081,467,314,0.851608,0.878919,4
cpu_omp,4,1081,467,314,0.771069,0.108074,4
cpu_omp,4,1081,467,314,0.850382,0.047761,4
cpu_omp,4,1081,467,314,0.844432,0.061928,4
cpu_omp,4,1081,467,314,0.788123,0.052500,4
cpu_omp,4,1081,467,314,0.640594,0.091355,4
cpu_omp,4,1081,467,314,0.693846,0.140888,4
cpu_omp,4,1081,467,314,0.763752,0.066095,4
cpu_omp,2601,1081,467,314,0.874209,24.288779,4
cpu_omp,2601,1081,467,314,0.876131,24.280862,4
cpu_omp,2601,1081,467,314,0.866707,24.342738,4
cpu_omp,2601,1081,467,314,0.848100,27.019754,4
cpu_omp,2601,1081,467,314,0.884686,24.935871,4
cpu_omp,2601,1081,467,314,0.950337,23.841429,4
cpu_omp,2601,1081,467,314,0.990332,24.785452,4
cpu_omp,2601,1081,467,314,0.978821,23.913773,4
cpu_omp,2601,1081,467,314,0.869420,23.807678,4
