version,candidates,scan_points,width,height,best_score,time_ms,threads
cpu_omp,961,1081,467,314,0.767920,14.392798,4
cpu_omp,961,1081,467,314,0.771994,18.843744,4
cpu_omp,4,1081,467,314,0.952147,0.546622,4
cpu_omp,4,1081,467,314,0.822804,0.973450,4
cpu_omp,4,1081,467,314,0.746549,0.332192,4
cpu_omp,4,1081,467,314,0.750463,0.896626,4
cpu_omp,4,1081,467,314,0.773518,0.815792,4
cpu_omp,4,1081,467,314,0.710178,0.864699,4
cpu_omp,4,1081,467,314,0.978999,0.847876,4
cpu_omp,4,1081,467,314,0.942802,0.891626,4
cpu_omp,4,1081,467,314,0.853821,0.859179,4
cpu_omp,4,1081,467,314,0.821737,0.857876,4
cpu_omp,4,1081,467,314,0.772934,0.859334,4
cpu_omp,4,1081,467,314,0.872707,0.949388,4
cpu_omp,4,1081,467,314,0.866757,0.936419,4
cpu_omp,4,1081,467,314,0.805986,0.576414,4
cpu_omp,4,1081,467,314,0.829976,1.309341,4
cpu_omp,4,1081,467,314,0.857670,0.944388,4
cpu_omp,4,1081,467,314,0.777131,0.941680,4
cpu_omp,961,1081,467,314,0.824436,18.333997,4
cpu_omp,961,1081,467,314,0.843627,15.271925,4
cpu_omp,961,1081,467,314,0.816615,18.879839,4
cpu_omp,961,1081,467,314,0.817779,18.351289,4
cpu_omp,961,1081,467,314,0.873596,18.857338,4
cpu_omp,961,1081,467,314,0.946440,19.968082,4
cpu_omp,961,1081,467,314,0.990332,16.308397,4
cpu_omp,961,1081,467,314,0.974359,18.239153,4
cpu_omp,961,1081,467,314,0.860318,18.271861,4
cpu_omp,961,1081,467,314,0.824124,18.332435,4
cpu_omp,961,1081,467,314,0.776942,18.404571,4
cpu_omp,961,1081,467,314,0.775970,18.605252,4
cpu_omp,961,1081,467,314,0.780497,17.300963,4
cpu_omp,961,1081,467,314,0.766999,18.623689,4
cpu_omp,961,1081,467,314,0.767532,19.138904,4
cpu_omp,4,1081,467,314,0.951969,0.634123,4
cpu_omp,4,1081,467,314,0.819474,1.267674,4
cpu_omp,4,1081,467,314,0.747859,1.064129,4
cpu_omp,4,1081,467,314,0.748831,0.979076,4
cpu_omp,4,1081,467,314,0.772030,0.544018,4
cpu_omp,4,1081,467,314,0.702208,0.941627,4
cpu_omp,4,1081,467,314,0.974359,0.931210,4
cpu_omp,4,1081,467,314,0.935931,0.889960,4
cpu_omp,4,1081,467,314,0.838058,1.146526,4
cpu_omp,4,1081,467,314,0.819329,0.935794,4
cpu_omp,4,1081,467,314,0.775277,0.932565,4
cpu_omp,4,1081,467,314,0.863376,0.954492,4
cpu_omp,4,1081,467,314,0.786168,0.778448,4
cpu_omp,4,1081,467,314,0.819064,0.860793,4
cpu_omp,4,1081,467,314,0.859063,0.858137,4
cpu_omp,4,1081,467,314,0.852370,0.724853,4
cpu_omp,4,1081,467,314,0.792342,0.988503,4
cpu_omp,4,1081,467,314,0.763008,0.858761,4
cpu_omp,961,1081,467,314,0.854376,18.830463,4
cpu_omp,961,1081,467,314,0.849399,14.146649,4
cpu_omp,961,1081,467,314,0.819524,14.954056,4
cpu_omp,961,1081,467,314,0.839306,14.867128,4
cpu_omp,961,1081,467,314,0.936109,18.233111,4
cpu_omp,961,1081,467,314,0.978433,15.534741,4
cpu_omp,961,1081,467,314,0.987357,16.385169,4
cpu_omp,961,1081,467,314,0.997769,21.156587,4
cpu_omp,961,1081,467,314,0.952890,18.968433,4
cpu_omp,961,1081,467,314,0.775197,18.489937,4
cpu_omp,961,1081,467,314,0.776184,16.187406,4
cpu_omp,961,1081,467,314,0.760792,17.716645,4
cpu_omp,961,1081,467,314,0.765820,18.964371,4
cpu_omp,961,1081,467,314,0.761245,18.408634,4
cpu_omp,961,1081,467,314,0.754487,18.875255,4
cpu_omp,4,1081,467,314,0.997769,0.546778,4
cpu_omp,4,1081,467,314,0.956544,0.902564,4
