version,candidates,scan_points,width,height,best_score,time_ms
baseline,256,1081,467,314,0.802032,11.385051
baseline,256,1081,467,314,0.802420,11.352134
baseline,4,1081,467,314,0.953634,0.191461
baseline,4,1081,467,314,0.824970,0.217191
baseline,4,1081,467,314,0.748069,0.191304
baseline,4,1081,467,314,0.751661,0.172971
baseline,4,1081,467,314,0.777875,0.181305
baseline,4,1081,467,314,0.667428,0.175002
baseline,4,1081,467,314,0.827422,0.182763
baseline,4,1081,467,314,0.796771,0.177554
baseline,4,1081,467,314,0.716522,0.176878
baseline,4,1081,467,314,0.741405,0.180107
baseline,4,1081,467,314,0.751559,0.180888
baseline,4,1081,467,314,0.733010,0.184899
baseline,4,1081,467,314,0.978255,0.179325
baseline,4,1081,467,314,0.943723,0.186357
baseline,4,1081,467,314,0.858961,0.182867
baseline,4,1081,467,314,0.862683,0.178232
baseline,4,1081,467,314,0.810092,0.175107
baseline,4,1081,467,314,0.726764,0.179898
baseline,4,1081,467,314,0.806617,0.180002
baseline,4,1081,467,314,0.779235,0.177815
baseline,4,1081,467,314,0.825956,0.181930
baseline,4,1081,467,314,0.677212,0.186565
baseline,4,1081,467,314,0.724416,0.177555
baseline,4,1081,467,314,0.715880,0.179637
baseline,4,1081,467,314,0.685763,0.179742
baseline,4,1081,467,314,0.803247,0.183440
baseline,4,1081,467,314,0.772270,0.177294
baseline,4,1081,467,314,0.617544,0.178440
baseline,4,1081,467,314,0.757429,0.175888
baseline,4,1081,467,314,0.782732,0.177554
baseline,4,1081,467,314,0.509361,0.179585
baseline,256,1081,467,314,0.853407,11.515574
baseline,256,1081,467,314,0.841429,11.313540
baseline,256,1081,467,314,0.801759,11.367603
baseline,256,1081,467,314,0.820315,11.313488
baseline,256,1081,467,314,0.872692,11.589533
baseline,256,1081,467,314,0.942043,11.359895
baseline,256,1081,467,314,1.000000,11.349634
baseline,256,1081,467,314,1.000000,11.326092
baseline,256,1081,467,314,1.000000,11.311925
baseline,256,1081,467,314,0.991885,11.356457
baseline,256,1081,467,314,0.927235,11.367447
baseline,256,1081,467,314,0.880191,11.419895
baseline,256,1081,467,314,0.843315,11.393176
baseline,256,1081,467,314,0.802032,11.480677
baseline,256,1081,467,314,0.802420,11.315154
baseline,4,1081,467,314,0.950870,0.194950
baseline,4,1081,467,314,0.824259,0.192138
baseline,4,1081,467,314,0.750656,0.193492
baseline,4,1081,467,314,0.749607,0.177763
baseline,4,1081,467,314,0.776032,0.189586
baseline,4,1081,467,314,0.658780,0.181825
baseline,4,1081,467,314,0.824625,0.188492
baseline,4,1081,467,314,0.792309,0.185107
baseline,4,1081,467,314,0.712271,0.178492
baseline,4,1081,467,314,0.734001,0.177346
baseline,4,1081,467,314,0.750848,0.181200
baseline,4,1081,467,314,0.649580,0.179013
baseline,4,1081,467,314,0.723256,0.214274
baseline,4,1081,467,314,0.724152,0.180367
baseline,4,1081,467,314,0.978821,0.177971
baseline,4,1081,467,314,0.943723,0.184117
baseline,4,1081,467,314,0.848227,0.183179
baseline,4,1081,467,314,0.862328,0.181408
baseline,4,1081,467,314,0.808249,0.182920
baseline,4,1081,467,314,0.812922,0.188180
baseline,4,1081,467,314,0.779623,0.179898
baseline,4,1081,467,314,0.824502,0.184950
baseline,4,1081,467,314,0.678167,0.182814
baseline,4,1081,467,314,0.722461,0.179013
baseline,4,1081,467,314,0.714103,0.182763
baseline,4,1081,467,314,0.686151,0.178648
baseline,4,1081,467,314,0.803813,0.184378
baseline,4,1081,467,314,0.771348,0.202346
baseline,4,1081,467,314,0.613825,0.182295
baseline,4,1081,467,314,0.755974,0.183909
baseline,4,1081,467,314,0.782910,0.179429
baseline,4,1081,467,314,0.511948,0.184325
baseline,4,1081,467,314,0.716185,0.190680
baseline,256,1081,467,314,0.854151,11.543803
baseline,256,1081,467,314,0.837921,11.333384
baseline,256,1081,467,314,0.802115,11.323435
baseline,256,1081,467,314,0.817906,11.282445
baseline,256,1081,467,314,0.872692,11.553074
baseline,256,1081,467,314,0.940556,11.357134
baseline,256,1081,467,314,1.000000,11.353384
baseline,256,1081,467,314,1.000000,11.352603
baseline,256,1081,467,314,1.000000,11.364478
baseline,256,1081,467,314,0.992063,11.369686
baseline,256,1081,467,314,0.927057,11.430208
baseline,256,1081,467,314,0.877960,11.424374
baseline,256,1081,467,314,0.842394,11.378853
baseline,256,1081,467,314,0.802775,11.313279
baseline,256,1081,467,314,0.802420,11.346873
baseline,4,1081,467,314,0.733431,0.191929
baseline,4,1081,467,314,0.685531,0.186409
baseline,4,1081,467,314,0.520128,0.184273
baseline,4,1081,467,314,0.478384,0.173960
baseline,4,1081,467,314,0.619938,0.179795
baseline,4,1081,467,314,0.521612,0.197868
baseline,4,1081,467,314,0.521986,0.177555
baseline,4,1081,467,314,0.567151,0.182399
baseline,4,1081,467,314,0.459647,0.175835
baseline,4,1081,467,314,0.472823,0.181305
baseline,4,1081,467,314,0.832562,0.180055
baseline,4,1081,467,314,0.796884,0.177919
baseline,4,1081,467,314,0.716635,0.177451
baseline,4,1081,467,314,0.743781,0.174377
baseline,4,1081,467,314,0.752480,0.175523
baseline,4,1081,467,314,0.652522,0.174377
baseline,4,1081,467,314,0.722334,0.179012
baseline,4,1081,467,314,0.980486,0.183179
baseline,4,1081,467,314,0.943368,0.180262
baseline,4,1081,467,314,0.845285,0.181617
baseline,4,1081,467,314,0.851626,0.177086
baseline,4,1081,467,314,0.790855,0.207659
baseline,4,1081,467,314,0.953634,0.181148
baseline,4,1081,467,314,0.824048,0.179899
baseline,4,1081,467,314,0.780283,0.176669
baseline,4,1081,467,314,0.805340,0.179222
baseline,4,1081,467,314,0.777570,0.176982
baseline,4,1081,467,314,0.821737,0.185836
baseline,4,1081,467,314,0.673882,0.179481
baseline,4,1081,467,314,0.721474,0.181305
baseline,4,1081,467,314,0.713682,0.178127
baseline,4,1081,467,314,0.683354,0.178960
baseline,4,1081,467,314,0.803247,0.183856
baseline,4,1081,467,314,0.771914,0.181617
baseline,4,1081,467,314,0.609574,0.186357
baseline,4,1081,467,314,0.756895,0.177919
baseline,4,1081,467,314,0.784397,0.205159
baseline,4,1081,467,314,0.509750,0.178961
baseline,4,1081,467,314,0.716007,0.176253
baseline,256,1081,467,314,0.854151,11.557397
baseline,256,1081,467,314,0.838664,11.317030
baseline,256,1081,467,314,0.801016,11.362916
baseline,256,1081,467,314,0.821980,11.288695
baseline,256,1081,467,314,0.874180,11.563179
baseline,256,1081,467,314,0.941122,11.337655
baseline,256,1081,467,314,1.000000,11.351353
baseline,256,1081,467,314,1.000000,11.355520
baseline,256,1081,467,314,1.000000,11.336196
baseline,256,1081,467,314,0.991707,11.355207
baseline,256,1081,467,314,0.927057,11.422551
baseline,256,1081,467,314,0.879447,11.388541
baseline,256,1081,467,314,0.842216,11.376040
baseline,256,1081,467,314,0.801288,11.348905
baseline,256,1081,467,314,0.802032,11.351456
baseline,4,1081,467,314,0.977334,0.196096
baseline,4,1081,467,314,0.936319,0.187606
baseline,4,1081,467,314,0.847371,0.189429
baseline,4,1081,467,314,0.857155,0.179117
baseline,4,1081,467,314,0.799358,0.178180
baseline,4,1081,467,314,0.721413,0.182815
baseline,4,1081,467,314,0.824059,0.185315
baseline,4,1081,467,314,0.729147,0.175419
baseline,4,1081,467,314,0.948639,0.183492
baseline,4,1081,467,314,0.819441,0.182711
baseline,4,1081,467,314,0.773978,0.183492
baseline,4,1081,467,314,0.799035,0.182502
baseline,4,1081,467,314,0.775339,0.180107
baseline,4,1081,467,314,0.820250,0.183336
baseline,4,1081,467,314,0.674804,0.179846
baseline,4,1081,467,314,0.722962,0.178804
baseline,4,1081,467,314,0.714248,0.181305
baseline,4,1081,467,314,0.686151,0.178596
baseline,4,1081,467,314,0.771348,0.182711
baseline,4,1081,467,314,0.802503,0.181930
baseline,4,1081,467,314,0.615879,0.187086
baseline,4,1081,467,314,0.756152,0.180680
baseline,4,1081,467,314,0.782910,0.185107
baseline,4,1081,467,314,0.510105,0.201566
baseline,4,1081,467,314,0.717317,0.187920
baseline,256,1081,467,314,0.854151,11.654533
baseline,256,1081,467,314,0.840507,11.322498
baseline,256,1081,467,314,0.802859,11.361041
baseline,256,1081,467,314,0.819572,11.286091
baseline,256,1081,467,314,0.871027,11.560886
baseline,256,1081,467,314,0.940201,11.369999
baseline,256,1081,467,314,1.000000,11.342290
baseline,256,1081,467,314,1.000000,11.373593
baseline,256,1081,467,314,1.000000,11.331196
baseline,256,1081,467,314,0.992063,11.354946
baseline,256,1081,467,314,0.927235,11.408645
